Year,Round,Driver,Constructor,GridPosition,Position,Is_DNF,Points
2023,1,ALB,williams,15,10,0,1.0
2023,1,TSU,alphatauri,14,11,0,0.0
2023,1,SAR,williams,16,12,1,0.0
2023,1,MAG,haas,17,13,1,0.0
2023,1,DEV,alphatauri,19,14,1,0.0
2023,1,HUL,haas,10,15,1,0.0
2023,1,ZHO,alfa,13,16,1,0.0
2023,1,NOR,mclaren,11,17,1,0.0
2023,1,OCO,alpine,9,18,1,0.0
2023,1,LEC,ferrari,3,19,1,0.0
2023,1,PIA,mclaren,18,20,1,0.0
2023,2,PER,red_bull,1,1,0,25.0
2023,2,VER,red_bull,15,2,0,19.0
2023,2,ALO,aston_martin,2,3,0,15.0
2023,2,RUS,mercedes,3,4,0,12.0
2023,2,HAM,mercedes,7,5,0,10.0
2023,2,SAI,ferrari,4,6,0,8.0
2023,2,LEC,ferrari,12,7,0,6.0
2023,2,OCO,alpine,6,8,0,4.0
2023,2,GAS,alpine,9,9,0,2.0
2023,2,MAG,haas,13,10,0,1.0
2023,2,TSU,alphatauri,16,11,0,0.0
2023,2,HUL,haas,10,12,0,0.0
2023,2,ZHO,alfa,11,13,0,0.0
2023,2,DEV,alphatauri,18,14,0,0.0
2023,2,PIA,mclaren,8,15,0,0.0
2023,2,SAR,williams,20,16,0,0.0
2023,2,NOR,mclaren,19,17,0,0.0
2023,2,BOT,alfa,14,18,1,0.0
2023,2,ALB,williams,17,19,1,0.0
2023,2,STR,aston_martin,5,20,1,0.0
2023,3,VER,red_bull,1,1,0,25.0
2023,3,HAM,mercedes,3,2,0,18.0
2023,3,ALO,aston_martin,4,3,0,15.0
2023,3,STR,aston_martin,6,4,0,12.0
2023,3,PER,red_bull,20,5,0,11.0
2023,3,NOR,mclaren,13,6,0,8.0
2023,3,HUL,haas,10,7,0,6.0
2023,3,PIA,mclaren,16,8,0,4.0
2023,3,ZHO,alfa,17,9,0,2.0
2023,3,TSU,alphatauri,12,10,0,1.0
2023,3,BOT,alfa,19,11,0,0.0
2023,3,SAI,ferrari,5,12,0,0.0
2023,3,GAS,alpine,9,13,1,0.0
2023,3,OCO,alpine,11,14,1,0.0
2023,3,DEV,alphatauri,15,15,1,0.0
2023,3,SAR,williams,18,16,1,0.0
2023,3,MAG,haas,14,17,1,0.0
2023,3,RUS,mercedes,2,18,1,0.0
2023,3,ALB,williams,8,19,1,0.0
2023,3,LEC,ferrari,7,20,1,0.0
2023,4,PER,red_bull,3,1,0,25.0
2023,4,VER,red_bull,2,2,0,18.0
2023,4,LEC,ferrari,1,3,0,15.0
2023,4,ALO,aston_martin,6,4,0,12.0
2023,4,SAI,ferrari,4,5,0,10.0
2023,4,HAM,mercedes,5,6,0,8.0
2023,4,STR,aston_martin,9,7,0,6.0
2023,4,RUS,mercedes,11,8,0,5.0
2023,4,NOR,mclaren,7,9,0,2.0
2023,4,TSU,alphatauri,8,10,0,1.0
2023,4,PIA,mclaren,10,11,0,0.0
2023,4,ALB,williams,12,12,0,0.0
2023,4,MAG,haas,16,13,0,0.0
2023,4,GAS,alpine,17,14,0,0.0
2023,4,OCO,alpine,19,15,0,0.0
2023,4,SAR,williams,14,16,0,0.0
2023,4,HUL,haas,20,17,1,0.0
2023,4,BOT,alfa,13,18,1,0.0
2023,4,ZHO,alfa,15,19,1,0.0
2023,4,DEV,alphatauri,18,20,1,0.0
2023,5,VER,red_bull,9,1,0,26.0
2023,5,PER,red_bull,1,2,0,18.0
2023,5,ALO,aston_martin,2,3,0,15.0
2023,5,RUS,mercedes,6,4,0,12.0
2023,5,SAI,ferrari,3,5,0,10.0
2023,5,HAM,mercedes,13,6,0,8.0
2023,5,LEC,ferrari,7,7,0,6.0
2023,5,GAS,alpine,5,8,0,4.0
2023,5,OCO,alpine,8,9,0,2.0
2023,5,MAG,haas,4,10,0,1.0
2023,5,TSU,alphatauri,17,11,0,0.0
2023,5,STR,aston_martin,18,12,0,0.0
2023,5,BOT,alfa,10,13,0,0.0
2023,5,ALB,williams,11,14,0,0.0
2023,5,HUL,haas,12,15,0,0.0
2023,5,ZHO,alfa,14,16,0,0.0
2023,5,NOR,mclaren,16,17,0,0.0
2023,5,DEV,alphatauri,15,18,0,0.0
2023,5,PIA,mclaren,19,19,1,0.0
2023,5,SAR,williams,20,20,1,0.0
2023,6,VER,red_bull,1,1,0,25.0
2023,6,ALO,aston_martin,2,2,0,18.0
2023,6,OCO,alpine,3,3,0,15.0
2023,6,HAM,mercedes,5,4,0,13.0
2023,6,RUS,mercedes,8,5,0,10.0
2023,6,LEC,ferrari,6,6,0,8.0
2023,6,GAS,alpine,7,7,0,6.0
2023,6,SAI,ferrari,4,8,0,4.0
2023,6,NOR,mclaren,10,9,1,2.0
2023,6,PIA,mclaren,11,10,1,1.0
2023,6,BOT,alfa,15,11,1,0.0
2023,6,DEV,alphatauri,12,12,1,0.0
2023,6,ZHO,alfa,19,13,1,0.0
2023,6,ALB,williams,13,14,1,0.0
2023,6,TSU,alphatauri,9,15,1,0.0
2023,6,PER,red_bull,20,16,1,0.0
2023,6,HUL,haas,18,17,1,0.0
2023,6,SAR,williams,16,18,1,0.0
2023,6,MAG,haas,17,19,1,0.0
2023,6,STR,aston_martin,14,20,1,0.0
2023,7,VER,red_bull,1,1,0,26.0
2023,7,HAM,mercedes,4,2,0,18.0
2023,7,RUS,mercedes,12,3,0,15.0
2023,7,PER,red_bull,11,4,0,12.0
2023,7,SAI,ferrari,2,5,0,10.0
2023,7,STR,aston_martin,5,6,0,8.0
2023,7,ALO,aston_martin,8,7,0,6.0
2023,7,OCO,alpine,6,8,0,4.0
2023,7,ZHO,alfa,13,9,0,2.0
2023,7,GAS,alpine,10,10,0,1.0
2023,7,LEC,ferrari,19,11,0,0.0
2023,7,TSU,alphatauri,15,12,0,0.0
2023,7,PIA,mclaren,9,13,1,0.0
2023,7,DEV,alphatauri,14,14,1,0.0
2023,7,HUL,haas,7,15,1,0.0
2023,7,ALB,williams,18,16,1,0.0
2023,7,NOR,mclaren,3,17,1,0.0
2023,7,MAG,haas,17,18,1,0.0
2023,7,BOT,alfa,16,19,1,0.0
2023,7,SAR,williams,20,20,1,0.0
2023,8,VER,red_bull,1,1,0,25.0
2023,8,ALO,aston_martin,2,2,0,18.0
2023,8,HAM,mercedes,3,3,0,15.0
2023,8,LEC,ferrari,10,4,0,12.0
2023,8,SAI,ferrari,11,5,0,10.0
2023,8,PER,red_bull,12,6,0,9.0
2023,8,ALB,williams,9,7,0,6.0
2023,8,OCO,alpine,6,8,0,4.0
2023,8,STR,aston_martin,16,9,0,2.0
2023,8,BOT,alfa,14,10,0,1.0
2023,8,PIA,mclaren,8,11,0,0.0
2023,8,GAS,alpine,15,12,0,0.0
2023,8,NOR,mclaren,7,13,0,0.0
2023,8,TSU,alphatauri,19,14,0,0.0
2023,8,HUL,haas,5,15,1,0.0
2023,8,ZHO,alfa,20,16,1,0.0
2023,8,MAG,haas,13,17,1,0.0
2023,8,DEV,alphatauri,17,18,1,0.0
2023,8,RUS,mercedes,4,19,1,0.0
2023,8,SAR,williams,18,20,1,0.0
2023,9,VER,red_bull,1,1,0,26.0
2023,9,LEC,ferrari,2,2,0,18.0
2023,9,PER,red_bull,15,3,0,15.0
2023,9,NOR,mclaren,4,4,0,12.0
2023,9,ALO,aston_martin,7,5,0,10.0
2023,9,SAI,ferrari,3,6,0,8.0
2023,9,RUS,mercedes,11,7,0,6.0
2023,9,HAM,mercedes,5,8,0,4.0
2023,9,STR,aston_martin,6,9,0,2.0
2023,9,GAS,alpine,9,10,0,1.0
2023,9,ALB,williams,10,11,0,0.0
2023,9,ZHO,alfa,17,12,1,0.0
2023,9,SAR,williams,18,13,1,0.0
2023,9,OCO,alpine,12,14,1,0.0
2023,9,BOT,alfa,14,15,1,0.0
2023,9,PIA,mclaren,13,16,1,0.0
2023,9,DEV,alphatauri,20,17,1,0.0
2023,9,MAG,haas,19,18,1,0.0
2023,9,TSU,alphatauri,16,19,1,0.0
2023,9,HUL,haas,8,20,1,0.0
2023,10,VER,red_bull,1,1,0,26.0
2023,10,NOR,mclaren,2,2,0,18.0
2023,10,HAM,mercedes,7,3,0,15.0
2023,10,PIA,mclaren,3,4,0,12.0
2023,10,RUS,mercedes,6,5,0,10.0
2023,10,PER,red_bull,15,6,0,8.0
2023,10,ALO,aston_martin,9,7,0,6.0
2023,10,ALB,williams,8,8,0,4.0
2023,10,LEC,ferrari,4,9,0,2.0
2023,10,SAI,ferrari,5,10,0,1.0
2023,10,SAR,williams,14,11,0,0.0
2023,10,BOT,alfa,20,12,0,0.0
2023,10,HUL,haas,11,13,0,0.0
2023,10,STR,aston_martin,12,14,0,0.0
2023,10,ZHO,alfa,17,15,0,0.0
2023,10,TSU,alphatauri,16,16,0,0.0
2023,10,DEV,alphatauri,18,17,0,0.0
2023,10,GAS,alpine,10,18,1,0.0
2023,10,MAG,haas,19,19,1,0.0
2023,10,OCO,alpine,13,20,1,0.0
2023,11,VER,red_bull,2,1,0,26.0
2023,11,NOR,mclaren,3,2,0,18.0
2023,11,PER,red_bull,9,3,0,15.0
2023,11,HAM,mercedes,1,4,0,12.0
2023,11,PIA,mclaren,4,5,0,10.0
2023,11,RUS,mercedes,18,6,0,8.0
2023,11,LEC,ferrari,6,7,0,6.0
2023,11,SAI,ferrari,11,8,0,4.0
2023,11,ALO,aston_martin,8,9,0,2.0
2023,11,STR,aston_martin,14,10,1,1.0
2023,11,ALB,williams,16,11,1,0.0
2023,11,BOT,alfa,7,12,1,0.0
2023,11,RIC,alphatauri,13,13,1,0.0
2023,11,HUL,haas,10,14,1,0.0
2023,11,TSU,alphatauri,17,15,1,0.0
2023,11,ZHO,alfa,5,16,1,0.0
2023,11,MAG,haas,19,17,1,0.0
2023,11,SAR,williams,20,18,1,0.0
2023,11,OCO,alpine,12,19,1,0.0
2023,11,GAS,alpine,15,20,1,0.0
2023,16,VER,red_bull,1,1,0,26.0
2023,16,NOR,mclaren,3,2,0,18.0
2023,16,PIA,mclaren,2,3,0,15.0
2023,16,LEC,ferrari,4,4,0,12.0
2023,16,HAM,mercedes,7,5,0,10.0
2023,16,SAI,ferrari,6,6,0,8.0
2023,16,RUS,mercedes,8,7,0,6.0
2023,16,ALO,aston_martin,10,8,0,4.0
2023,16,OCO,alpine,14,9,0,2.0
2023,16,GAS,alpine,12,10,0,1.0
2023,16,LAW,alphatauri,11,11,1,0.0
2023,16,TSU,alphatauri,9,12,1,0.0
2023,16,ZHO,alfa,19,13,1,0.0
2023,16,HUL,haas,18,14,1,0.0
2023,16,MAG,haas,15,15,1,0.0
2023,16,ALB,williams,13,16,1,0.0
2023,16,SAR,williams,20,17,1,0.0
2023,16,STR,aston_martin,17,18,1,0.0
2023,16,PER,red_bull,5,19,1,0.0
2023,16,BOT,alfa,16,20,1,0.0
2023,20,VER,red_bull,1,1,0,25.0
2023,20,NOR,mclaren,6,2,0,19.0
2023,20,ALO,aston_martin,4,3,0,15.0
2023,20,PER,red_bull,9,4,0,12.0
2023,20,STR,aston_martin,3,5,0,10.0
2023,20,SAI,ferrari,7,6,0,8.0
2023,20,GAS,alpine,15,7,0,6.0
2023,20,HAM,mercedes,5,8,0,4.0
2023,20,TSU,alphatauri,16,9,0,2.0
2023,20,OCO,alpine,14,10,1,1.0
2023,20,SAR,williams,19,11,1,0.0
2023,20,HUL,haas,11,12,1,0.0
2023,20,RIC,alphatauri,17,13,1,0.0
2023,20,PIA,mclaren,10,14,1,0.0
2023,20,RUS,mercedes,8,15,1,0.0
2023,20,BOT,alfa,18,16,1,0.0
2023,20,ZHO,alfa,20,17,1,0.0
2023,20,MAG,haas,12,18,1,0.0
2023,20,ALB,williams,13,19,1,0.0
2023,20,LEC,ferrari,2,20,1,0.0
2024,2,VER,red_bull,1,1,0,25.0
2024,2,PER,red_bull,3,2,0,18.0
2024,2,LEC,ferrari,2,3,0,16.0
2024,2,PIA,mclaren,5,4,0,12.0
2024,2,ALO,aston_martin,4,5,0,10.0
2024,2,RUS,mercedes,7,6,0,8.0
2024,2,BEA,ferrari,11,7,0,6.0
2024,2,NOR,mclaren,6,8,0,4.0
2024,2,HAM,mercedes,8,9,0,2.0
2024,2,HUL,haas,15,10,0,1.0
2024,2,ALB,williams,12,11,0,0.0
2024,2,MAG,haas,13,12,0,0.0
2024,2,OCO,alpine,17,13,1,0.0
2024,2,SAR,williams,19,14,1,0.0
2024,2,TSU,rb,9,15,1,0.0
2024,2,RIC,rb,14,16,1,0.0
2024,2,BOT,sauber,16,17,1,0.0
2024,2,ZHO,sauber,20,18,1,0.0
2024,2,STR,aston_martin,10,19,1,0.0
2024,2,GAS,alpine,18,20,1,0.0
2024,7,VER,red_bull,1,1,0,25.0
2024,7,NOR,mclaren,2,2,0,18.0
2024,7,LEC,ferrari,3,3,0,15.0
2024,7,PIA,mclaren,5,4,0,12.0
2024,7,SAI,ferrari,4,5,0,10.0
2024,7,HAM,mercedes,8,6,0,8.0
2024,7,RUS,mercedes,6,7,0,7.0
2024,7,PER,red_bull,11,8,0,4.0
2024,7,STR,aston_martin,13,9,0,2.0
2024,7,TSU,rb,7,10,1,1.0
2024,7,HUL,haas,10,11,1,0.0
2024,7,MAG,haas,18,12,1,0.0
2024,7,RIC,rb,9,13,1,0.0
2024,7,OCO,alpine,12,14,1,0.0
2024,7,ZHO,sauber,17,15,1,0.0
2024,7,GAS,alpine,15,16,1,0.0
2024,7,SAR,williams,19,17,1,0.0
2024,7,BOT,sauber,16,18,1,0.0
2024,7,ALO,aston_martin,20,19,1,0.0
2024,7,ALB,williams,14,20,1,0.0
2024,12,HAM,mercedes,2,1,0,25.0
2024,12,VER,red_bull,4,2,0,18.0
2024,12,NOR,mclaren,3,3,0,15.0
2024,12,PIA,mclaren,5,4,0,12.0
2024,12,SAI,ferrari,7,5,0,11.0
2024,12,HUL,haas,6,6,0,8.0
2024,12,STR,aston_martin,8,7,0,6.0
2024,12,ALO,aston_martin,10,8,0,4.0
2024,12,ALB,williams,9,9,0,2.0
2024,12,TSU,rb,13,10,0,1.0
2024,12,SAR,williams,12,11,0,0.0
2024,12,MAG,haas,17,12,0,0.0
2024,12,RIC,rb,15,13,1,0.0
2024,12,LEC,ferrari,11,14,1,0.0
2024,12,BOT,sauber,16,15,1,0.0
2024,12,OCO,alpine,18,16,1,0.0
2024,12,PER,red_bull,20,17,1,0.0
2024,12,ZHO,sauber,14,18,1,0.0
2024,12,RUS,mercedes,1,19,1,0.0
2024,12,GAS,alpine,19,20,1,0.0
2024,17,PIA,mclaren,2,1,0,25.0
2024,17,LEC,ferrari,1,2,0,18.0
2024,17,RUS,mercedes,5,3,0,15.0
2024,17,NOR,mclaren,15,4,0,13.0
2024,17,VER,red_bull,6,5,0,10.0
2024,17,ALO,aston_martin,7,6,0,8.0
2024,17,ALB,williams,9,7,0,6.0
2024,17,COL,williams,8,8,0,4.0
2024,17,HAM,mercedes,19,9,0,2.0
2024,17,BEA,haas,10,10,0,1.0
2024,17,HUL,haas,12,11,0,0.0
2024,17,GAS,alpine,18,12,0,0.0
2024,17,RIC,rb,14,13,0,0.0
2024,17,ZHO,sauber,17,14,0,0.0
2024,17,OCO,alpine,20,15,1,0.0
2024,17,BOT,sauber,16,16,1,0.0
2024,17,PER,red_bull,4,17,1,0.0
2024,17,SAI,ferrari,3,18,1,0.0
2024,17,STR,aston_martin,13,19,1,0.0
2024,17,TSU,rb,11,20,1,0.0
2024,22,RUS,mercedes,1,1,0,25.0
2024,22,HAM,mercedes,10,2,0,18.0
2024,22,SAI,ferrari,2,3,0,15.0
2024,22,LEC,ferrari,4,4,0,12.0
2024,22,VER,red_bull,5,5,0,10.0
2024,22,NOR,mclaren,6,6,0,9.0
2024,22,PIA,mclaren,8,7,0,6.0
2024,22,HUL,haas,9,8,0,4.0
2024,22,TSU,rb,7,9,0,2.0
2024,22,PER,red_bull,15,10,0,1.0
2024,22,ALO,aston_martin,16,11,0,0.0
2024,22,MAG,haas,12,12,0,0.0
2024,22,ZHO,sauber,13,13,0,0.0
2024,22,COL,williams,20,14,0,0.0
2024,22,STR,aston_martin,18,15,0,0.0
2024,22,LAW,rb,14,16,0,0.0
2024,22,OCO,alpine,11,17,1,0.0
2024,22,BOT,sauber,19,18,1,0.0
2024,22,ALB,williams,17,19,1,0.0
2024,22,GAS,alpine,3,20,1,0.0
2023,12,VER,red_bull,6,1,0,25.0
2023,12,PER,red_bull,2,2,0,18.0
2023,12,LEC,ferrari,1,3,0,15.0
2023,12,HAM,mercedes,3,4,0,13.0
2023,12,ALO,aston_martin,9,5,0,10.0
2023,12,RUS,mercedes,8,6,0,8.0
2023,12,NOR,mclaren,7,7,0,6.0
2023,12,OCO,alpine,14,8,0,4.0
2023,12,STR,aston_martin,10,9,0,2.0
2023,12,TSU,alphatauri,11,10,0,1.0
2023,12,GAS,alpine,12,11,0,0.0
2023,12,BOT,alfa,13,12,0,0.0
2023,12,ZHO,alfa,17,13,0,0.0
2023,12,ALB,williams,15,14,0,0.0
2023,12,MAG,haas,16,15,0,0.0
2023,12,RIC,alphatauri,19,16,0,0.0
2023,12,SAR,williams,18,17,0,0.0
2023,12,HUL,haas,20,18,0,0.0
2023,12,SAI,ferrari,4,19,1,0.0
2023,12,PIA,mclaren,5,20,1,0.0
2023,13,VER,red_bull,1,1,0,25.0
2023,13,ALO,aston_martin,5,2,0,19.0
2023,13,GAS,alpine,12,3,0,15.0
2023,13,PER,red_bull,7,4,0,12.0
2023,13,SAI,ferrari,6,5,0,10.0
2023,13,HAM,mercedes,13,6,0,8.0
2023,13,NOR,mclaren,2,7,0,6.0
2023,13,ALB,williams,4,8,0,4.0
2023,13,PIA,mclaren,8,9,0,2.0
2023,13,OCO,alpine,16,10,0,1.0
2023,13,STR,aston_martin,11,11,0,0.0
2023,13,HUL,haas,14,12,0,0.0
2023,13,LAW,alphatauri,19,13,0,0.0
2023,13,BOT,alfa,18,14,0,0.0
2023,13,TSU,alphatauri,17,15,0,0.0
2023,13,MAG,haas,0,16,0,0.0
2023,13,RUS,mercedes,3,17,0,0.0
2023,13,ZHO,alfa,15,18,1,0.0
2023,13,LEC,ferrari,9,19,1,0.0
2023,13,SAR,williams,10,20,1,0.0
2023,14,VER,red_bull,2,1,0,25.0
2023,14,PER,red_bull,5,2,0,18.0
2023,14,SAI,ferrari,1,3,0,15.0
2023,14,LEC,ferrari,3,4,0,12.0
2023,14,RUS,mercedes,4,5,0,10.0
2023,14,HAM,mercedes,8,6,0,8.0
2023,14,ALB,williams,6,7,0,6.0
2023,14,NOR,mclaren,9,8,0,4.0
2023,14,ALO,aston_martin,10,9,0,2.0
2023,14,BOT,alfa,14,10,0,1.0
2023,14,LAW,alphatauri,12,11,0,0.0
2023,14,PIA,mclaren,7,12,0,0.0
2023,14,SAR,williams,15,13,0,0.0
2023,14,ZHO,alfa,16,14,0,0.0
2023,14,GAS,alpine,17,15,0,0.0
2023,14,STR,aston_martin,20,16,0,0.0
2023,14,HUL,haas,13,17,1,0.0
2023,14,MAG,haas,19,18,1,0.0
2023,14,OCO,alpine,18,19,1,0.0
2023,14,TSU,alphatauri,11,20,1,0.0
2023,15,SAI,ferrari,1,1,0,25.0
2023,15,NOR,mclaren,4,2,0,18.0
2023,15,HAM,mercedes,5,3,0,16.0
2023,15,LEC,ferrari,3,4,0,12.0
2023,15,VER,red_bull,11,5,0,10.0
2023,15,GAS,alpine,12,6,0,8.0
2023,15,PIA,mclaren,17,7,0,6.0
2023,15,PER,red_bull,13,8,0,4.0
2023,15,LAW,alphatauri,10,9,0,2.0
2023,15,MAG,haas,6,10,0,1.0
2023,15,ALB,williams,14,11,0,0.0
2023,15,ZHO,alfa,19,12,0,0.0
2023,15,HUL,haas,9,13,0,0.0
2023,15,SAR,williams,18,14,0,0.0
2023,15,ALO,aston_martin,7,15,0,0.0
2023,15,RUS,mercedes,2,16,1,0.0
2023,15,BOT,alfa,16,17,1,0.0
2023,15,OCO,alpine,8,18,1,0.0
2023,15,TSU,alphatauri,15,19,1,0.0
2023,15,STR,aston_martin,0,20,1,0.0
2023,17,VER,red_bull,1,1,0,26.0
2023,17,PIA,mclaren,6,2,0,18.0
2023,17,NOR,mclaren,10,3,0,15.0
2023,17,RUS,mercedes,2,4,0,12.0
2023,17,LEC,ferrari,5,5,0,10.0
2023,17,ALO,aston_martin,4,6,0,8.0
2023,17,OCO,alpine,8,7,0,6.0
2023,17,BOT,alfa,9,8,0,4.0
2023,17,ZHO,alfa,19,9,0,2.0
2023,17,PER,red_bull,20,10,0,1.0
2023,17,STR,aston_martin,16,11,0,0.0
2023,17,GAS,alpine,7,12,0,0.0
2023,17,ALB,williams,13,13,0,0.0
2023,17,MAG,haas,18,14,1,0.0
2023,17,TSU,alphatauri,11,15,1,0.0
2023,17,HUL,haas,14,16,1,0.0
2023,17,LAW,alphatauri,17,17,1,0.0
2023,17,SAR,williams,15,18,1,0.0
2023,17,HAM,mercedes,3,19,1,0.0
2023,17,SAI,ferrari,12,20,1,0.0
2023,18,VER,red_bull,6,1,0,25.0
2023,18,NOR,mclaren,2,2,0,18.0
